name,time,team
DAWSON NANCEKIEVILL,00:27:35.3,UNB Reds
Kaiden Deck,00:27:39.2,Saskatchewan Huskies
Luke Swadling,00:27:41.2,Calgary Dinos
Rory McGarvey,00:27:47.3,St. Mary's Huskies
Ben Shore,00:27:48.4,Toronto Varsity Blues
Émile Garon,00:27:48.9,Montréal Carabins
Teagan Scott,00:27:52.3,St. Mary's Huskies
Thibault D'Heilly,00:27:58.2,Montréal Carabins
Jake McClure,00:28:07.7,McGill Redbirds
Frederick Turgeon,00:28:15.8,Sherbrooke Vert & Or
Matthew Finley,00:28:18.8,Saskatchewan Huskies
Dan Maguire,00:28:20.6,UPEI Panthers
Miguel Macedo Teran,00:28:35.3,Calgary Dinos
Ian Sharp,00:28:35.3,Trinity Western Spartans
Riley Fitzpatrick,00:28:36.9,UPEI Panthers
Joel Gallant,00:28:39.3,St. F X
Aidan Doherty,00:28:41.9,St. F X
Jack Wierzbicki,00:28:43.1,St. F X
Kaden Nilson,00:28:46.4,Saskatchewan Huskies
Cameron Bruce,00:30:50.1,Carleton Ravens
