name,time,team
"Lucia Stafford","27:30","Toronto Varsity Blues"
"Anne-Marie Comeau","27:44","Laval Rouge et Or"
"Branna MacDougall","28:01","Queen's Gaels"
"Kara Blair","28:17","Queen's Gaels"
"Kate Current","28:19","Western Mustangs"
"Brogan MacDougall","28:20","Queen's Gaels"
"Hannah Woodhouse","28:27","Guelph Gryphons"
"Nicola Symonds","28:31","UBC Thunderbirds"
"Danielle Jossinet","28:33","Guelph Gryphons"
"Joanna Williams","28:47","Trinity Western Spartans"
"Naomi Lang","28:57","UBC Thunderbirds"
"Lizzy Laurie","29:01","Wilfrid Laurier Golden Hawks"
"Kaitlyn Harrison","29:01","Saskatchewan Huskies"
"Elodie De Coene","29:03","Montréal Carabins"
"Courtney Hufsmith","29:05","Saskatchewan Huskies"
"Marley Beckett","29:08","Queen's Gaels"
"Cameron Ormond","29:09","Guelph Gryphons"
"Catherine Beauchemin","29:14","Laval Rouge et Or"
"Sadie-Jane Hickson","29:18","Guelph Gryphons"
"Jessy Lacourse","29:25","Laval Rouge et Or"
"Aurelie Dube-Lavoie","29:26","Laval Rouge et Or"
"Olivia Roussel","29:27","Guelph Gryphons"
"Elizabeth Hirsch","29:30","McGill Martlets"
"Tori Bouck","29:30","Queen's Gaels"
"Sydney Pattison","29:32","Wilfrid Laurier Golden Hawks"
"Sarah MacArthur","29:32","UBC Thunderbirds"
"Rebecca Brennan","29:38","Ottawa Gee-Gees"
"Caroline Forbes","29:41","McMaster Marauders"
"Katherine Lampard","29:42","Toronto Varsity Blues"
"Laurianne Lepine","29:43","Montréal Carabins"
"Remy Cattell","29:44","Western Mustangs"
"Sandrine Veillette","29:45","McGill Martlets"
"Jasmine Feddema","29:48","Alberta Pandas"
"Isabella Thornton-Bott","29:50","Waterloo Warriors"
"Emily Simpson","29:55","Calgary Dinos"
"Kyla Becker","29:58","UBC Thunderbirds"
"Isabelle Turcotte","29:59","Laval Rouge et Or"
"Annika Ariano","30:01","Guelph Gryphons"
"Caitlin Mann","30:02","Victoria Vikes"
"Tanis Bolton","30:03","Toronto Varsity Blues"
"Lisanne Gurin","30:05","Université du Québec à Trois-Rivières Les Patriote"
"Jouen Chang","30:05","Trinity Western Spartans"
"Jade Bouchard-Nguyen","30:06","Montréal Carabins"
"Mikayla Tinkham","30:09","UBC Thunderbirds"
"Georgia Ginther","30:09","Victoria Vikes"
"Hannah Cormier","30:13","UNB Reds"
"Morgan McKeown","30:15","McMaster Marauders"
"Chloe Walker","30:16","Windsor Lancers"
"Ruth Burrowes","30:18","Western Mustangs"
"Zoe Burke","30:18","Western Mustangs"
"Meghan Manor","30:19","Calgary Dinos"
"Frederique Vezina","30:21","Laval Rouge et Or"
"Elodie Castonguay-Girard","30:22","Laval Rouge et Or"
"Jazz Shukla","30:23","Toronto Varsity Blues"
"Catherine Thompson","30:25","Dalhousie Tigers"
"Laura Yantha","30:26","Queen's Gaels"
"Emma Steele","30:26","MacEwan Griffins"
"Emily Hamilton","30:27","Dalhousie Tigers"
"Allison Grajczyk-Jelinski","30:29","Saskatchewan Huskies"
"Stephanie Ryall","30:33","Waterloo Warriors"
"Brianna Mendes","30:33","McGill Martlets"
"Mikaela Smart","30:34","Trinity Western Spartans"
"Chloe Hewitt","30:36","Victoria Vikes"
"Jade Roberts","30:37","Memorial Sea-Hawks"
"Hana Marmura","30:38","Western Mustangs"
"Madalyn Higgins","30:40","Acadia"
"Kelsey Serviss","30:42","Calgary Dinos"
"Mikaela Ahloy","30:43","Calgary Dinos"
"Chloe Fleurent-Gregoire","30:44","McGill Martlets"
"Melodie Gilbert","30:46","Sherbrooke Vert & Or"
"Christina Sevsek","30:47","Trinity Western Spartans"
"Katherine Marshall","30:48","Toronto Varsity Blues"
"Isabella Baretto-Cote","30:50","Montréal Carabins"
"Rhian Paterson","30:51","Calgary Dinos"
"Emma Waddington","30:51","McMaster Marauders"
"Kaitlin Swartz","30:51","Alberta Pandas"
"Mya Vialva","30:53","Windsor Lancers"
"Paige Chisholm","30:54","St. F X"
"Andie Wood","30:55","Victoria Vikes"
"Laura Carlton","30:55","McGill Martlets"
"Jessica Needham","30:58","Dalhousie Tigers"
"Jennifer Ireland","31:01","McGill Martlets"
"Courtney Moffatt","31:02","Saskatchewan Huskies"
"Kaylee Tymo","31:02","Regina Cougars"
"Lauren Perkins","31:04","Windsor Lancers"
"Natalia Bidulka","31:05","Saskatchewan Huskies"
"Heidi Orhling","31:06","Queen's Gaels"
"Kiana Gibson","31:06","Guelph Gryphons"
"Carmen Krawczynski Gonzalez","31:10","York Lions"
"Tanya Humenuik","31:11","Toronto Varsity Blues"
"Cassidy Hutchison","31:17","Trinity Western Spartans"
"Sophie Black","31:19","Moncton Aigles Bleu"
"Ashley Robson","31:20","St. F X"
"Jane Hergett","31:20","St. F X"
"Christiana Agustin","31:21","Toronto Varsity Blues"
"Shayna Giesbrecht","31:22","Manitoba Bisons"
"Maia Watson","31:23","McGill Martlets"
"Bridget Mateyko","31:23","Victoria Vikes"
"Christine Perreault","31:25","Université du Québec à Trois-Rivières Les Patriote"
"Julijana Sevsek","31:25","Trinity Western Spartans"
"Kristen Hansen","31:26","Alberta Pandas"
"Sarah Forman","31:30","Calgary Dinos"
"Sarah Nolan","31:30","McMaster Marauders"
"Emma Young","31:33","Waterloo Warriors"
"Kesya Longval","31:35","Université du Québec à Trois-Rivières Les Patriote"
"Bhreagh Burke","31:40","St. Mary's Huskies"
"Jamie Hennessey","31:40","UBC Thunderbirds"
"Jessie Armstrong","31:41","Acadia"
"Anna Carruthers","31:42","Western Mustangs"
"Nicole Larue","31:46","Windsor Lancers"
"Annika Austin","31:47","UBC Thunderbirds"
"Hillary Mehlhorn","31:50","Saskatchewan Huskies"
"Megan Koski","31:55","Windsor Lancers"
"Lauren Lowther","31:56","Dalhousie Tigers"
"Ilse Rafter","31:58","Waterloo Warriors"
"Andranne Marquis","31:59","Sherbrooke Vert & Or"
"Jaira Crosschild","32:05","Saskatchewan Huskies"
"Renata Kingston","32:06","Dalhousie Tigers"
"Rebecca Verlaan","32:07","Ryerson Rams"
"Emma Moore","32:08","Dalhousie Tigers"
"Breanna Sandluck","32:08","St. F X"
"Kiana Row","32:09","MacEwan Griffins"
"Megan Doleweerd","32:10","Waterloo Warriors"
"Renelle Briggs","32:10","McMaster Marauders"
"Hana Amari","32:11","McMaster Marauders"
"Kamylle Frenette","32:12","Dalhousie Tigers"
"Emily-Rose Boston","32:13","Western Mustangs"
"Juliette Maurin","32:16","Sherbrooke Vert & Or"
"Noemie Desharnais-Prefontai","32:18","Montréal Carabins"
"Kate Anderson","32:18","Calgary Dinos"
"Laurianne Benoit","32:23","Université du Québec à Trois-Rivières Les Patriote"
"Zoe Painter","32:27","Thompson Rivers Wolfpack"
"Nicole Skinner","32:30","Acadia"
"Amanda Lewis","32:33","McMaster Marauders"
"Sarah Novakowski","32:38","Regina Cougars"
"Paige Sweeney","32:40","Waterloo Warriors"
"Zoe Johnston","32:42","St. F X"
"Florence Lacasse","32:44","Sherbrooke Vert & Or"
"Ann-Sophie Isabel","32:45","Sherbrooke Vert & Or"
"Myriam Poirier","33:04","Montréal Carabins"
"Ellen Taggart","33:04","St. F X"
"Olivia Cadieux","33:11","Wilfrid Laurier Golden Hawks"
"Aidan MacDonald","33:12","St. F X"
"Jenevieve Scobbie","33:19","Windsor Lancers"
"Audrey Presseault","33:23","Montréal Carabins"
"Meaghan Evon","33:28","York Lions"
"Anna Prouzou","33:34","York Lions"
"Emma Segato","33:37","Wilfrid Laurier Golden Hawks"
"Olivia Baldassare","33:39","Waterloo Warriors"
